id,intent,text
2297,Training/User Error,"called in requesting assistance with accessing a progress report for a grant, however it was not showing up"
2298,Training/User Error,Grantee needs assistance with locating previous Temporary sites in the EHB.
2299,Training/User Error,Grantee called in to request access to the ARP UDS Application.
2300,Training/User Error,Grantee needed assistance with registering as PD
2301,Training/User Error,Grantee stated that she cannot see their Capital SAPR in her EHB.
2302,Training/User Error,Called in because they were not able to login
2303,Training/User Error,Grantee needed assistance accessing their ARP+UDS application.
2304,Training/User Error,Grantee needed assistance with accessing ARP-Capital Semi-Annual Progress Report due 5/18/22
2305,Training/User Error,Grantee needed assistance with locating FY 2020 QIA - Final Costs Information report
2306,Training/User Error,Grantee needed a copy of application that was submitted in 2019.
2307,Training/User Error,User stated the link in EHB is showing page not found. I was able to access link
2308,Training/User Error,Applicant called in to report they are not able to edit an ID application that was reopened.
2309,Training/User Error,"My name is Ken Stewart, I am the Finance and Grants Director at the NATIVE Project in Spokane Washington. My phone number is 509.325.5502 ext 224. My email is kstewart@nativeproject.org. 

We have filled out our application for the ARP-UDS+ funding but got a message that said ""You are not eligible to submit this FY 2022 ARP-UDS+ application. The current Application Type (Competing Continuation) is not supported by this funding cycle. To update the Application Type, contact your Project Officer (PO)."" We did that, and they directed us to this form.

I am not sure where in the process I erroneously clicked on competing continuation . I know I was supposed to say it was a revision and increase application, but I must have made some errors. Can you correct this? Can I reopen the application with the correct assignment? What can I do at this point?

Ken Stewart
Finance and Grants Director, NATIVE Project"
2310,Training/User Error,Grantee needed assistance with retrieving their eligibility code for the ARP-UDS Application
2311,Training/User Error,"needs access to grant however, PD has not approved the request yet for her to access the grant."
2312,Training/User Error,GRantee needs help locating link for application
2313,Training/User Error,Grantee stated that she submitted her application and she would like to know the status of it.
2314,Training/User Error,Grantee called checking status of application due to an error on his end when he clicks on application
2315,Training/User Error,old PD is still being shown in the NoA and they need to update that for their new CEO
2316,Training/User Error,Grantee needed assistance with unlock account and password reset
2317,Training/User Error,"The grantee is having issues continuing with her ARP-UDS Supplemental funding application. She was filling in the application and stepped out for a minute, the date was lost when she got back. The grantee is trying to retrieve the application and continue from where she stopped. The unique code is 8867."
2318,Training/User Error,called in because they were unable to login
2319,Training/User Error,Grantee needed access to their ARP-UDS Application.
2320,Training/User Error,Grantee stated that the project performance sites section shows as incomplete although the system says she has successfully entered all data.
2321,Training/User Error,User requested for his session to be terminated
2322,Training/User Error,Grantee stated that she selected the wrong application type for their ARP-UDS application
2323,Training/User Error,Called in because the session was stating that someone was logged in
2324,Training/User Error,Grantee called in to request assistance with a Scope Verification to delete a site from scope. Also inquired about the process to change hours for a site.
2325,Training/User Error,User requested for account to be enabled and password reset. Grantee needed assistance adding grant to his portfolio
2326,Training/User Error,called in because they were unable to login due to the fact that it states that it still logged in
2327,Training/User Error,Grantee needed assistance accessing their ARP-UDS application
2328,Training/User Error,"Reference Id: d0f90688-8c0f-40d2-9c3c-23651c124661.  This is the error message received after submission of supplemental funding request on May 16, 2022 re H8FCS41431"
2329,Training/User Error,PD stating when she clicks the link to access ARP UDS+ application she received an error message that application already started.
2330,Training/User Error,called in because the PD wants to give access to another grantee for the ARP-UDS grant
2331,Training/User Error,"Greetings,

My name is Sandra Adrovet, I am a IOA- Capital Specialist for BPHC/OCHIO.  I am opening this ticket on behalf of Kecia Fulcher ((270) 365-0227) , Authorizing Official for H80CS26595: PENNYROYAL HEALTHCARE SERVICE INC., Hopkinsville, KY. The grantee contacted me to let me know that they are experiencing difficulties in locating the FY19 OHI - Project Implementation Certification submission (EHB #00252882) in EHB.  This submission is currently on Change Request status.  Could you please assist the grantee in navigating through the system to locate where it can be access at, or otherwise assist them in fixing any technical issues accessing this EHB task so the revisions requested can be submitted through the system? Thank you."
2332,Training/User Error,called in needing access to the ARP-UDS application
2333,Training/User Error,"Hi, LaToya,
I am having trouble accessing La Clinica del Valle Family Health Care Center, Inc.'s C8ECS43999 Capital Award Progress Report. The issue is that my name is inverted in the NOA and the EHB doesn't recognize this to grant me access to the report.  I secured an extension until May 24, 2022. Could you please correct my name in the NOA from Underwood Maria to Maria Underwood?

Thank you,
Maria

CONFIDENTIALITY NOTICE: This e-mail and any attachments are for the sole use of the intended recipients and contain information that may be confidential or legally privileged. If you have received this communication in error, please notify the sender and delete this message and any copies you may have received. Any disclosure, copying, distribution, or use of this communication by someone other than the intended recipient is prohibited."
2334,Training/User Error,"Hi, Tya,
I understand that you are supporting LaToya Ferguson during her absence. Here is the message I sent to LaToya about our difficulty accessing C8E capital award progress report. Could you help me correct this clerical error that is preventing me from accessing our progress report on the EHB?

Thanks,
Maria
________________________________
From: Maria Underwood
Sent: Friday, May 20, 2022 2:49 PM
To: LFerguson@hrsa.gov <LFerguson@hrsa.gov>
Cc: Health Center Program Support <healthcentersupport@hrsa.gov>; Brenda Johnson <bjohnson@laclinicahealth.org>
Subject: Need your help to access progress report for C8ECS43999 Capital Award

Hi, LaToya,
I am having trouble accessing La Clinica del Valle Family Health Care Center, Inc.'s C8ECS43999 Capital Award Progress Report. The issue is that my name is inverted in the NOA and the EHB doesn't recognize this to grant me access to the report.  I secured an extension until May 24, 2022. Could you please correct my name in the NOA from Underwood Maria to Maria Underwood?

Thank you,
Maria

CONFIDENTIALITY NOTICE: This e-mail and any attachments are for the sole use of the intended recipients and contain information that may be confidential or legally privileged. If you have received this communication in error, please notify the sender and delete this message and any copies you may have received. Any disclosure, copying, distribution, or use of this communication by someone other than the intended recipient is prohibited."
2335,Training/User Error,Grantee needed assistance with downloading a SF424A form for her report
2336,Training/User Error,Grantee stated that he is unable to submit the application because the system says he is not the AO however he is a AO
2337,Training/User Error,Grantee needed assistance with locating ARP UDS+ application
2338,Training/User Error,"Hello,
I did not receive the Covid-19 Survey link on Friday as I normally do.  Is there no survey this week?
I need to complete this today as it is normally due tomorrow. Any guidance would be appreciated.

Can someone reach out to me?

Catherine Nealon
The Wright Center for Community Health
nealonc@thewrightcenter.org
570-904-0635"
2339,Training/User Error,called in because she is getting errors when submitting to her application
2340,Training/User Error,Grantee stated she is unable to locate ARP UDS+ Application
2341,Training/User Error,"Our health center has changed our email addresses.  Can you please edit my kentalad@ct-instutute.org to now become kentalad@CIFC.org.  Thank you.
Denise"
2342,Training/User Error,User logged out but unable to log back in
2343,Training/User Error,"Grant H80CS24131
Pillars Community Health

We are bringing on a new Chief Medical Officer at our FQHC.  this position is NOT included on any Notice of Award, and this person is NOT the PD/PI or Authorized Official.  To provide this info in the EHB, do we submit a Prior Approval request or a different submission?

Thanks for your assistance"
2344,Training/User Error,"called in because she was getting an error when trying to submit the equipment list. She was submitting 62,045."
2345,Training/User Error,called in to authorize users to work on the ARP-UDS application
2346,Training/User Error,Designee called in to inquire how to go about updating their Form 5B if their site is moving.
2347,Training/User Error,called in because she needed to upload the correct budget to the ARP-UDS application
2348,Training/User Error,called in because he was getting an error when he was submitting the application
2349,Training/User Error,called in because she needed to work on the application however it was not in her nor the PD's EHB.
2350,Training/User Error,User requested for her account to be unlocked.
2351,Training/User Error,called in because they are trying to work on the ARP-UDS application but it says that it was already started
2352,Training/User Error,Grantee stated that he is unable to edit their ARP-UDS application. He keeps getting an error message that you are not allowed to view this page.
2353,Training/User Error,Grantee needed assistance accessing their ARP-UDS Application
2354,Training/User Error,User requested for her account to be unlocked.
2355,Training/User Error,"called in because he wants to submit the application to HRSA, but is unable to submit, the PD doesnt have access to submit and it looks like Julie is the AO"
2356,Training/User Error,User requested for session to be terminated.
2357,Training/User Error,User requested for her PD's account to be unlocked
2358,Training/User Error,"Hello,

Recently GFHO was working on the HRSA-22-153 grant application and I submitted the grant last Friday, the 20th. After I submitted, I did not receive any notification of submission. But after review of the task, the EHB stated that the Grant was submitted to the AO. I am assuming AO stands for Authorizing Official, am I correct? Also, when I did this, was the EHB suppose to send an email to the AO to notify them that they had to finalize and submit? In the past, I have been able to submit tasks, but this is the first time we have run into this. Can we get help in clarifying if there is suppose to be a notification sent to the AO and why I was unable to submit this task? 

Thank you for further clarification."
2359,Training/User Error,Grantee stated that he was unable to submit his application because the system wasn't accepting his grant number.
2360,Training/User Error,"Grantee wanted to know if they submit their CRO, would it go to their HRSA representative or their HRSA auditor. She also wanted to know if they submit it, would they be able to go in and still be able to work on the report."
2361,Training/User Error,Grantee stated that she was unable to submit her application on time due to internet issues.
2362,Training/User Error,Grantee stated that she was unable to submit her ARP-UDS Application
2363,Training/User Error,Grantee stated that she was unable to submit her application because she was timed out of the EHB
2364,Training/User Error,TCA Health Inc - The submission timed out everything is ready and was uploaded prior to the deadline. I have no changes to make is there anyway that the submission can be pulled into EHB
2365,Training/User Error,Grantee stated that she needs to update a form in the application. She also wanted to know how to receive updates on her application
2366,Training/User Error,Grantee stated that they missed the application deadline because they got the time mixed up.
2367,Training/User Error,"According to our grants manager, I have been given full access to the grant, but when I go to access it I am getting an error that says access denied. I am responsible for credentialing and privileging and need to be able to complete that portion on the FTCA application. When I go to the application, I can view it, but I cannot edit or access any information. I was given access yesterday, waited overnight to see if it updated and the situation was the same this morning. Thank you."
2368,Training/User Error,"Please reassign the following three  submissions to Keith Kizzie.  Thanks, Amy Harbaugh, Team Lead, OHCIO, BPHC

Tracking Number
Grant Number C14CS39934, Submission Tracking Number = 276383, Grantee Name=Kinston Community Health Center, Incorporated
Grant Number C14CS39934, Submission Tracking Number =276390, Grantee Name=Kinston Community Health Center, Incorporated
Grant Number C8ECS44555,  Submission Tracking Number 319671, Grantee Name=Mountain Family Health Centers"
2369,Training/User Error,Grantee needed assistance with locating SF424A form
2370,Training/User Error,"Hi Mahbub,
Yes, please assign the CIS requests that you can to the unassigned pool. Please omit any CIS requests in which there is a change requested to PO by PQC. If a change requested to Grantee by PO have already started for some of these requests, just let me know the final list that have been migrated to the unassigned pool.

CIS00128122
CIS00131173
CIS00131222
CIS00131250
CIS00131301
CIS00131304
CIS00131316

Thanks again!

Owmy Bouloute, DPM, MPH
Bureau of Primary Health Care
Office of Health Center Program Monitoring
Tel: 301.945.9675
obouloute@hrsa.gov<mailto:obouloute@hrsa.gov>
Please use the link below for all inquiries:
https://hrsa.force.com/support/s/

From: Mahbub H. Mir <mmir@dminc.com>
Sent: Thursday, May 19, 2022 12:13 PM
To: Bouloute, Owmy (HRSA) <OBouloute@hrsa.gov>; HRSA BPHC HCPS <HealthCenterSupport@hrsa.gov>
Subject: [EXTERNAL] RE: Clinical CIS Requests_ May 9-13

Hello Owmy,

We see the status of  the following CIS tasks as below;

Change requested to Grantee by PO
CIS00131065
CIS00131207
CIS00131298
In these cases, we cannot assign the tasks to team unassigned pool.

The following task has this status:
Change requested to PO by PQC
CIS00131260
Since, the review is already started, we want to make sure that this task also be reassigned to team unassigned pool.

The below tasks can be assigned to team pool:

CIS00128122
CIS00131173
CIS00131222
CIS00131250
CIS00131301
CIS00131304
CIS00131316

Please let us know.

Thank you.

Mahbub Mir

Regards.

Mahbub H. Mir
HRSA EHBs O&M | BPHC
mmir@dminc.com<mailto:mmir@dminc.com> * T 718.581.6945
Team Distro List: HRSAEHBs_OM_BPHC@dminc.com<mailto:HRSAEHBs_OM_BPHC@dminc.com>

DMI - Intelligent Digital Transformation
6550 Rock Spring Dr. * 7th Floor * Bethesda, MD 20817
Rated #16 on The Washington Post's Top Workplaces 2020
DMInc.com<https://gcc02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fdminc.com%2F&data=05%7C01%7COBouloute%40hrsa.gov%7C48145ca69421436d0ed408da39b2e055%7C14b77578977342d58507251ca2dc2b06%7C0%7C0%7C637885737675530344%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C3000%7C%7C%7C&sdata=nhxsL5%2BNwThYmOsxVKBij7hTiELZwm8yRjc5sD0hwBM%3D&reserved=0> | LinkedIn<https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fdmi-digital-management-inc-%2F&data=05%7C01%7COBouloute%40hrsa.gov%7C48145ca69421436d0ed408da39b2e055%7C14b77578977342d58507251ca2dc2b06%7C0%7C0%7C637885737675530344%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C3000%7C%7C%7C&sdata=yOgzdumd6BcrGYAdNF4tBNnmi4koALzLc6atErH8hEk%3D&reserved=0> | Facebook<https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.facebook.com%2FDMI2002&data=05%7C01%7COBouloute%40hrsa.gov%7C48145ca69421436d0ed408da39b2e055%7C14b77578977342d58507251ca2dc2b06%7C0%7C0%7C637885737675530344%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C3000%7C%7C%7C&sdata=DT99rdYxxIfe3BpJMdpw0WtwceSjJuwEwFkcq%2BJNz7I%3D&reserved=0> | Instagram<https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.instagram.com%2Fdminc2002%2F&data=05%7C01%7COBouloute%40hrsa.gov%7C48145ca69421436d0ed408da39b2e055%7C14b77578977342d58507251ca2dc2b06%7C0%7C0%7C637885737675530344%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C3000%7C%7C%7C&sdata=kidg7VRJX57EShJq2ilFTyUZQ7QFHnCQxPz80BEJNjI%3D&reserved=0> | Twitter<https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Ftwitter.com%2FDMI2002&data=05%7C01%7COBouloute%40hrsa.gov%7C48145ca69421436d0ed408da39b2e055%7C14b77578977342d58507251ca2dc2b06%7C0%7C0%7C637885737675530344%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C3000%7C%7C%7C&sdata=PijojfbnSjfSpm8yXLYu4yTvLqRzlr%2Bo9HtVoWq9M4Y%3D&reserved=0>

From: Bouloute, Owmy (HRSA) <OBouloute@hrsa.gov<mailto:OBouloute@hrsa.gov>>
Sent: Tuesday, May 17, 2022 10:06 AM
To: HRSA BPHC HCPS <HealthCenterSupport@hrsa.gov<mailto:HealthCenterSupport@hrsa.gov>>; Mahbub H. Mir <mmir@dminc.com<mailto:mmir@dminc.com>>
Subject: Clinical CIS Requests_ May 9-13

CAUTION:

This email originated from outside of the organization. Do not click links or open attachments unless you recognize the sender and know the content is safe.

Good morning Mahbub,
Attached is the list of CIS requests that we are asking to move to the OHCPM Clinical Workgroup queue. Please let me know if you need additional information.

Thank you!

Owmy Bouloute, DPM, MPH
Bureau of Primary Health Care
Office of Health Center Program Monitoring
Tel: 301.945.9675
obouloute@hrsa.gov<mailto:obouloute@hrsa.gov>
Please use the link below for all inquiries:
https://hrsa.force.com/support/s/<https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fhrsa.force.com%2Fsupport%2Fs%2F&data=05%7C01%7COBouloute%40hrsa.gov%7C48145ca69421436d0ed408da39b2e055%7C14b77578977342d58507251ca2dc2b06%7C0%7C0%7C637885737675530344%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C3000%7C%7C%7C&sdata=ZxRHVY%2FiiYruWd6LloHO3zy933iUrIhd%2Bb6ZayfO9OQ%3D&reserved=0>

CAUTION: This email originated from outside of the organization. Do not click links or open attachments unless you recognize the sender and are confident the content is safe."
2371,Training/User Error,called in because she was having issues logging into the EHB
2372,Training/User Error,"On Form 5A, add Column II, Column III, or both Column II and Column III to already existing column I services. How do we do this?"
2373,Training/User Error,Grantee stated that she had submitted an extension request which is showing pending in her EHB however her PO says they don't see it in their queue. Grantee also stated that she is listed as a PD on one of their grants but she has never been a PD so she would like the NOA to be updated.
2374,Training/User Error,This is an URGENT request for a mass email to be put through the EHBs Comms module.  I will attach the template with all of the relevant information. Please reach out to Jennifer Clavel for any additional questions as I am submitting this ticket on her behalf.
2375,Training/User Error,Grantee stated that they keep getting an error message that unable to submit the report because the person isn't a PD in their patients target submission.
2376,Training/User Error,Could you please re-open ARP-UDS+ application tracking number 205451. We need the applicant to change some things. Thank you! Please let me know when this has been done.
2377,Training/User Error,User called requesting for their ARP-UDS Application to be reopened to make some revision.
2378,Training/User Error,"Ebony Brown
(833) 262-1101
ebony.brown@larougehealthcare.org
Larouge Health Care
What are the steps to become an FQHC? Also looking for funding as an FQHC."
2379,Training/User Error,Grantee called in to inquire what to enter as their Project Number on the Project Implementation Certification Report.
2380,Training/User Error,"Hello, the below narrative is what Robeson Health Care Corporation (RHCC) received by email today, stating the survey was not submitted.  The survey was completed & submitted Tuesday evening. However, I never received a confirmation email despite clicking 'next' at the bottom.  I did get a message pop up on the browser stating the survey was submitted after clicking 'next'.  I attempted to redo the survey after I did not get a confirmation email and I received a message on the browser stating that I could not complete the survey as it had already been submitted.  When I try the link today, the link is now expired as it is past Tuesday 11:59pm. Is there some way I can resubmit RHCC's data? /EBN


Dear HRSA Health Center COVID-19 Vaccine Program Participant: 

 

As part of the Health Center COVID-19 Vaccine Program Conditions of Participation (CoP), your health center agreed to complete the Health Center COVID-19 Bi-Weekly Survey and addendum on a bi-weekly basis.  

 

As of 9:00 AM ET, our records indicate that your health center has not yet submitted the survey data, due today, Tuesday, May 24, 2022? Please ensure that your health center completes the COVID Bi-Weekly Survey and addendum by 11:59 PM today. ?Failure to comply with this requirements will result in the disabling of ordering permissions and your health center sites will not be able to place orders this week.  

 

Look Alike survey link: https://hrsa.force.com/HRSABPHC/s/look-alike-survey 

H80 survey link: https://hrsa.force.com/HRSABPHC/s/health-center-survey  

 

When completing the survey, please be sure to select ?Next? at the bottom of the screen to submit your health center?s response. Health centers that successfully submit their survey response will receive a confirmation email from ""noreply@salesforce.com; on behalf of; BPHC Answers <bphcanswers@hrsa.gov"".  

 

If you have any questions please submit your inquiry via the Health Center Program Support Form.  Select the ?HRSA Health Center COVID-19 Vaccine Program?, which is the 6th option after clicking ?View More.?   

 

Sincerely, 

 

Health Center Vaccine Program Team"
2381,Training/User Error,called in because she wanted to be able to submit the application when it was ready
2382,Training/User Error,Grantee states she is having issues updating a Required Service (Diagnostic Radiology) to column 3 only in the CIS.
2383,Training/User Error,Hello! An ARP-UDS+ PO reviewer accidentally confirmed an application without sending it to the PQC reviewer. Could we get Application 204308 reopened and reassigned to Thelma Iheanyichukwu.
2384,Training/User Error,Grantee needed assistance with needing to update her role on the grant side to AO.
2385,Training/User Error,Grantee received error message when clicking review and submit in 2022 ARP-UDS+ application
2386,Training/User Error,Grantee needed assistance with submitting PA but EHB is not showing the correct budget period
2387,Training/User Error,"Requested Due Date: 5/31
High Priority

Request for the following submissions to be with new due date 6/10/2022 so health centers can submit.

GrantNumber	GranteeName	GranteePOC	POCEmail	POCPhone	Status	ReviewerName
C8ECS44790	CAMCARE HEALTH CORPORATION	Mark Roberts	Mark.Roberts@StarCommunityHealth.org 9736195190	Submission Administratively Closed	Andrew Westrum
C8ECS44673	PACKARD HEALTH, INC.	Todd Montrief	todd_montrief@packardhealth.org 7349264935	Submission Administratively Closed	Chinomso Nwachuku
C8ECS44687	Lutheran Social Services Of Central Ohio	Audrey Knaff	aknaff@lssnetworkofhope.org 9379037446	Submission Administratively Closed	Darin Daly
C8ECS44838	HEALTH SERVICES, (INC)	Gilbert Darrington	gilbert.darrington@hservinc.org 3344205001114	Submission Administratively Closed	Elizabeth Goodger
C8ECS43903	GATEWAY COMMUNITY HEALTH CENTERS, INC.	Rose Turner	roseturner205@gmail.com 2523143582	Submission Administratively Closed	Jean Plaschke
C8ECS44794	Brownsville Community Development Corporation	Genese Morgan	gmorgan@bmsfhc.org 71834550001121	Submission Administratively Closed	Jean Plaschke
C8ECS44210	Sayre Health Center	Jerimiah Sabir	jsabir@sayrehealth.org 2154744444109	Submission Administratively Closed	Jung-Won Song
C8ECS44512	NEIGHBORHOOD HEALTH CENTERS OF LEHIGH VALLEY	Brian Coyle	bcoyle@nhclv.com 61082067052313	Submission Administratively Closed	Jung-Won Song
C8ECS44671	COMMUNITY HEALTH AND SOCIAL SERVICES CENTER, INC.	Felix Valbuena	fvalbuena@chasscenter.org 31384939205016	Submission Administratively Closed	Kalyn Fauntleroy
C8ECS44176	Family Health Centers of Baltimore, Inc.	Robin Levine	rlevine@fhcb.org 410354200011411	Submission Administratively Closed	Kathryn Brothers
C8ECS44280	Indian Stream Health Center	Sergio Zullich	szullich@indianstream.org 6032374170	Submission Administratively Closed	Tanecia Richardson"
2388,Training/User Error,"The Mt Vernon Neighborhood Health Center, Inc., MVNHC, Inc., is a Legacy FQHC operating in our community for close to 50 years. 
Seeking to establish a Doing Business As (DBA) under Westchester Community Health Center.  We inquired with New York State, and the next steps are as follows:
This option requires the administrative approval of NYSDOH, with no public review. The operator submits a proposed certificate of assumed name, covered by a brief letter that states why the name change is requested. The review typically takes 30-60 days. Even in a worst-case scenario, it would be hard to imagine not securing approval prior to October 2022. Once approved, the doing business as the name may be used on all signage, publications, websites, etc.
We seek guidance on how to proceed regarding HRSA, FQHC, and FTCA requirements for a (DBA).
Please note that MVNHC, Inc., will maintain its original corporate name/ identity (MVNHC, Inc) Tax#: 133315508.
We look forward to your feedback regarding this matter.
Sincerely,
Judith Watson, RN, BSN, MPH
Chief Executive Officer
Jwatson@mvnhc.org
914-699-7200 (w)
914 672-2177 (c)"
2389,Training/User Error,Grantee called in to request the invite to the ARP UDS Application be resent.
2390,Training/User Error,"I am a BPHC employee and need to return DIR summary statements that are in my EHBs PAO queue back to the PQC because there are errors in the summary statement. The SSNPs for application tracking#00198176 and #00198657 need to be moved back. Can these be returned to Itege Bailey as PQC?

Thank you!"
2391,Training/User Error,I submitted FY 2022 ARP UDS Supplemental on 5/23 and have not received a confirmation.
2392,Training/User Error,"RE: Award # H8FCS41143; Family Medical Center of Michigan Inc.; Capital Update # PA-00105534
We have an issue with a Capital Update prior approval # PA-00105534; The ?Overall Program Specific Review Status? were fully completed in the request BUT the request was returned to the award recipient.  It has since been re-submitted BUT under the Program Specific Review Status, the status changed from ?Complete? to ?Not Started?  See below:

When we look at the ?Manage Program Specific Reviews? (see below), both reviews for 188145-01 are shown as completed and we can view the completed review BUT we cannot process the Capital Update and we cannot mark it as ? Not Applicable? because the system says they are In Progress.
 
One of the progress report is shown below (and it is complete at both levels):
 
We are concerned that this may be a system error that will impact all Capital Updates that are returned.  In order to provide service to the award recipient, we have processed this request but needed to attached pdf versions of the completed reports (this is less than ideal).

We believe that the system was adjusted so that the TAR reviews are not deleted by the system does not see to realize that this is the case.  Please review in the system to determine what type of correction will be needed to the Capital Update TAR review module."
2393,Training/User Error,User requested for her session to be terminated
2394,Training/User Error,Need support submitting H8F UDS + application
2395,Training/User Error,"called in because a grantee (Amanda Pratte) is unable to access their account. Nichole Robles, another grantee needs to be able to edit FTCA applications."
2396,Training/User Error,Grantee needed assistance requesting a submission deadline extension
2397,Training/User Error,Grantee stated that she had submitted their ARP-UDS application and gotten a confirmation note however the application is sitting in the AO queue as not completed.
2398,Training/User Error,"Compliance Resolution Opportunity (CRO) for TA008509: (H80CS00122) LEE COUNTY COOPERATIVE CLINIC, INC.   When initiating the CRO, I received an error message so I hit the back button.  Then I tried initiating again and it didn't work.  I logged out of EHB and back in and went in to initiate the CRO and it went through.  I want back into the report and scrolled down to Manage Request to make sure the CRO was there and now there are two initial CROs.   The CEO worked on ECTA008509-01.  The ECTA008509-02 needs to be removed.  I need to  create a new   CRO in response to the ""01"" findings  to the health center for me to create a new CRO for them to upload the remaining responses to the findings.  The CEO sent the CRO to me as she has a few responses ready for review.  I am unable to create a new CEO for the remining responses to be uploaded by the health center.  There is a tight turnaround for this CRO which is due on  June 6, 2022.   I am not sure if having the ""02"" is preventing me from creating a new CRO for the remaining response to the findings???

CR Tracking Number	Date Sent to Recipient	Requested By	Due Date	Date Submitted by Recipient	Request Sent To	Status	Options
ECTA008509-02	May 23, 2022	Range, Kimberly	Jun 06, 2022		Farris, Kellee	Applicant In Progress	
ECTA008509-01	May 23, 2022	Range, Kimberly	Jun 06, 2022	May 26, 2022	Farris, Kellee	Applicant Submitted"
2399,Training/User Error,My apologies I did not fully complete the last covid survey and was wondering if I can get a new link sent to Cactus Health Services. Email TWells@cactushealth.org.
2400,Training/User Error,Grantee was not able to log in EHB
2401,Training/User Error,User requested for his account to be unlocked and a password reset. He also stated that he did not receive a confirmation email for submitting his ARP-UDS application.
2402,Training/User Error,Grantee was unable to locate CRO Urgent Site Visit Report Request
2403,Training/User Error,Grantee needed assistance with updating Monique Meza FTCA application privileges
2404,Training/User Error,Please send the attached message to the attached list of recipients by 3 p.m. ET on 6/2/22.
2405,Training/User Error,Grantee needed assistance with password reset
2406,Training/User Error,Grantee called requesting for an extension for their ARP-UDS Application
2407,Training/User Error,How do I get funded to test and or treat uninsured  for Covid 19 as a private practice?
2408,Training/User Error,"called in because she needed assistance with submitting the application, was being told that she did have permission to do so."
2409,Training/User Error,called in needing assistance with giving access to the edit FTCA applications to several doctors within the organization
2410,Training/User Error,"Grantee called in requesting to obtain documentation for a new Mobile site that was added, but is unable to locate it in the EHB."
2411,Training/User Error,"Needs to edit the FTCA application, and cannot."
2412,Training/User Error,"My CEO approved my access to enter the providers in the deeming FTCA application. But I still don't have access. Can you please assist me? 

Thank you 

Nancy Rodriguez"
2413,Training/User Error,Designee (Lisa Harvey) called in to request assistance with updating the PD on their LAL.
2414,Training/User Error,Grantee states that her PD retired and needs access to Prior Approval to request a new PD in the EHB.
2415,Training/User Error,Grantee has programmatic inquires regarding the PD's role with the health center.
2416,Training/User Error,"Grantee (Maria Underwood) called in to request assistance with an existing CIS request that was sent back from the PO as ""Change Requested"" asking that they include the room number change in the ""Change Details"" section of the request."
2417,Training/User Error,"I am a GMS. One of my grantees has a question I need some guidance on: IF Minor AR was approved before, and they just want to add to it (less than 25% of budget) they don't need to do a PA to rebudget - correct?"
2418,Training/User Error,Designee (Raymond Andrews) called in to request assistance with adding other users to their Annual Certification Application.
2419,Training/User Error,"Grantee states that a CIS was submitted to update Transportation, Translation, and Diagnostic Radiology services in different columns, and notices the change to her Form 5A , but was asked by her PO to Implement the change in EHB."
2420,Training/User Error,Grantee (Samuel James) called in to obtain their FQHC LA number.
2421,Training/User Error,"We have an admin site that shows hours of patient services which is not accurate. We are trying to correct this to show the patient service hours field as blank (as with other admin sites) and the CIS module will not allow a submission unless that field has something in it, and it won?t accept ?0?, so we are being forced to submit something that is inaccurate because your system will not allow an accurate submission."
2422,Training/User Error,Grantee states that a PD change was made and needs assistance giving him access to the grants in the EHB.
2423,Training/User Error,Our project officer asked that I reach out and get the specific steps for deleting an old site and adding a new site in EHB.  The site has moved.  Thank you!
2424,Training/User Error,Grantee calling regarding patient target inquiry.
2425,Training/User Error,Grantee (Joe Pospisil) called in to request assistance with completing a CIS request for a change in hours of operation for their Myrtle Creek site.
2426,Training/User Error,I have submitted and received NoA of change in scope approval/verification to add site three days ago (6 H80CS00701-19-08) but when attempting to register OPAIS for the 340b program the search states the site is still pending EHB verification.
2427,Training/User Error,"Grantee states that the OPAIS system currently has his site status as ""Pending EHB Verification"", but was able to confirm with his PO that the Scope Verification was approved.  

302 Mount Tabor Rd, Red Springs, NC 28377-6415"
